title_index,level,organization,organization_link,rating,rating_count,course_type,skills,instructors,links
191,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.9,2580,course,"['Performance Metric', 'Continuous Improvement Process', 'Backlogs', 'Sprint Retrospectives', 'Agile Software Development', 'Agile Methodology', 'Performance Measurement', 'Workflow Management', 'Kanban Principles', 'Team Oriented', 'Agile Project Management', 'Sprint Planning', 'User Story', 'Estimation', 'Lean Methodologies', 'Prioritization']",['John Rofrano'],['https://www.coursera.org/instructor/johnrofrano']
62,Beginner level,University of Colorado Boulder,https://www.coursera.org/partners/boulder,4.6,60,course,"['Database Management', 'Transaction Processing', 'Database Administration', 'Scalability', 'Data Warehousing', 'Database Management Systems', 'Data Architecture', 'NoSQL', 'Database Software', 'Database Design', 'Database Systems', 'Databases', 'Relational Databases', 'Database Architecture and Administration', 'MongoDB', 'Big Data']","['Di Wu', 'Alan Paradise']","['https://www.coursera.org/instructor/di-wu', 'https://www.coursera.org/instructor/alan-paradise', 'https://www.coursera.org/degrees/master-of-science-data-science-boulder', 'https://www.coursera.org/instructor/di-wu', 'https://www.coursera.org/instructor/alan-paradise']"
22,Beginner level,Stanford University,https://www.coursera.org/partners/stanford,4.8,1370,course,"['Health Care Administration', 'Value-Based Care', 'Managed Care', 'Healthcare Ethics', 'Health Care Procedure and Regulation', 'Hospital Experience', 'Medical Billing', 'Health Policy', 'Health Systems', 'Pharmaceuticals', 'Medicaid', 'Medicare', 'Health Care', 'Healthcare Industry Knowledge']","['Nigam Shah', 'Mildred Cho', 'Laurence Baker']","['https://www.coursera.org/instructor/~67803539', 'https://www.coursera.org/instructor/~42517944', 'https://www.coursera.org/instructor/~66137230']"
540,Beginner level,Workday,https://www.coursera.org/partners/workday,4.8,314,course,"['Workday (Software)', 'No-Code Development', 'Branding']",['Workday Education'],['https://www.coursera.org/instructor/~143108180']
643,Intermediate level,University of Washington,https://www.coursera.org/partners/uw,4.4,234,course,"['Relationship Building', 'Communication', 'Verbal Communication Skills', 'Business Communication', 'Professional Networking', 'English Language', 'Rapport Building']",['Richard Moore'],['https://www.coursera.org/instructor/richardmoore']
106,Beginner level,University of Illinois Urbana-Champaign,https://www.coursera.org/partners/illinois,4.8,3256,course,"['Socioeconomics', 'Cost Benefit Analysis', 'Critical Thinking', 'Supply And Demand', 'Consumer Behaviour', 'Behavioral Economics', 'Market Dynamics', 'Decision Making', 'Economics', 'Resource Allocation']",['Dr. José J. Vázquez-Cognet'],['https://www.coursera.org/instructor/josevazquez-cognet']
701,Beginner level,University of Illinois Urbana-Champaign,https://www.coursera.org/partners/illinois,4.6,59,course,"['Innovation', 'Business Strategies', 'Design Thinking', 'Customer experience strategy (CX)', 'Case Studies', 'User Feedback', 'Consumer Behaviour', 'Market Research', 'Customer Insights', 'Customer Analysis', 'New Product Development', 'Product Development', 'Customer Relationship Management', 'Service Design']",['Ravi Mehta'],['https://www.coursera.org/instructor/ravi-mehta']
518,,University of London,https://www.coursera.org/partners/london,4.7,5480,course,"['Public Affairs', 'Political Sciences', 'Conflict Management', 'Policy Analysis', 'Mediation', 'International Relations', 'Cultural Diversity', 'Diplomacy', 'World History', 'Intercultural Competence']","['Dr Dan Plesch', 'SOAS University of London']",['https://www.coursera.org/instructor/dplesch']
675,,Adobe,https://www.coursera.org/partners/adobe,4.7,120,course,"['Color Theory', 'Typography', 'Design', 'Graphic and Visual Design Software', 'Adobe Illustrator', 'Digital Design', 'Logo Design', 'Generative AI', 'Adobe Creative Cloud', 'Graphic and Visual Design', 'Graphic Design', 'Creativity', 'Design Elements And Principles']",['Adobe'],['https://www.coursera.org/instructor/adobe']
135,Beginner level,Alfaisal University | KLD,https://www.coursera.org/partners/au,4.9,173,course,"['Active Listening', 'Public Speaking', 'Assertiveness', 'Communication', 'Rapport Building', 'Non-Verbal Communication', 'Stress Management', 'Emotional Intelligence', 'Verbal Communication Skills', 'Interpersonal Communications']",['Alfaisal.KLD'],['https://www.coursera.org/instructor/~106946985']
97,Intermediate level,Google Cloud,https://www.coursera.org/partners/googlecloud,4.7,16722,course,"['Firewall', 'Virtual Private Networks (VPN)', 'Command-Line Interface', 'Cloud Computing', 'Virtual Machines', 'General Networking', 'Network Architecture', 'Google Cloud Platform', 'Cloud Infrastructure', 'Cloud Computing Architecture', 'Cloud Storage']",['Google Cloud Training'],['https://www.coursera.org/instructor/google-cloud-training']
393,,Technical University of Denmark (DTU),https://www.coursera.org/partners/dtu,4.7,7259,course,"['Energy and Utilities', 'Sustainable Engineering', 'Engineering Calculations', 'High Voltage', 'Systems Engineering', 'Mechanical Engineering', 'Electrical Power', 'Materials science', 'Engineering', 'Structural Analysis', 'Failure Analysis', 'Environmental Monitoring', 'Forecasting', 'Financial Analysis', 'Financial Forecasting']","['Jake Badger', 'Mikael Sjöholm', 'Xiao Chen', 'Martin Eder', 'Cathy Suo', 'Lena Kitzing', 'Mike Courtney', 'Xiaoli Guo Larsén', 'Mac Gaunaa', 'Jens Nørkær Sørensen', 'Gregor Giebel', 'Katherine Dykes', 'Hjörtur Jóhannsson', 'Kenneth Thomsen', 'Lars Pilgaard Mikkelsen', 'Philipp Ulrich Haselbach']","['https://www.coursera.org/instructor/~130547246', 'https://www.coursera.org/instructor/~130564463', 'https://www.coursera.org/instructor/~129878527', 'https://www.coursera.org/instructor/~130082462', 'https://www.coursera.org/instructor/~72438554', 'https://www.coursera.org/instructor/~103705568', 'https://www.coursera.org/instructor/~105654152', 'https://www.coursera.org/instructor/~101759341', 'https://www.coursera.org/instructor/~117392089', 'https://www.coursera.org/instructor/~130717233', 'https://www.coursera.org/instructor/~23123861', 'https://www.coursera.org/instructor/~130839515', 'https://www.coursera.org/instructor/~129888052', 'https://www.coursera.org/instructor/~116163483', 'https://www.coursera.org/instructor/lapm', 'https://www.coursera.org/instructor/~129888412', 'https://www.coursera.org/instructor/~130547246', 'https://www.coursera.org/instructor/~130564463', 'https://www.coursera.org/instructor/~129878527', 'https://www.coursera.org/instructor/~130082462', 'https://www.coursera.org/instructor/~72438554', 'https://www.coursera.org/instructor/~103705568', 'https://www.coursera.org/instructor/~105654152', 'https://www.coursera.org/instructor/~101759341', 'https://www.coursera.org/instructor/~117392089', 'https://www.coursera.org/instructor/~130717233', 'https://www.coursera.org/instructor/~23123861', 'https://www.coursera.org/instructor/~130839515', 'https://www.coursera.org/instructor/~129888052', 'https://www.coursera.org/instructor/~116163483', 'https://www.coursera.org/instructor/lapm', 'https://www.coursera.org/instructor/~129888412']"
426,Beginner level,Google,https://www.coursera.org/partners/google,4.8,2023,course,"['Google Gemini', 'Problem Solving', 'Communication', 'LLM Application', 'Interviewing Skills', 'Generative AI', 'Professional Development', 'Prompt Engineering', 'Planning']",['Google Career Certificates'],['https://www.coursera.org/instructor/google-career-certificates']
133,Beginner level,University of Colorado Boulder,https://www.coursera.org/partners/boulder,4.8,4916,course,"['Concision', 'Grammar', 'Editing', 'Organizational Skills', 'Organizational Strategy', 'Proofreading', 'Business Correspondence', 'Verbal Communication Skills', 'Business Writing', 'Communication Strategies', 'Writing and Editing', 'Persuasive Communication', 'Writing', 'Business Communication', 'Communication']",['Dr. Quentin McAndrew'],['https://www.coursera.org/instructor/quentinmcandrew']
674,Intermediate level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.7,230,course,,"['John Rofrano', 'Upkar Lidder']","['https://www.coursera.org/instructor/johnrofrano', 'https://www.coursera.org/instructor/upkar-lidder']"
247,Beginner level,Alfaisal University | KLD,https://www.coursera.org/partners/au,4.7,73,course,"['Accounting', 'Bookkeeping', 'Standard Accounting Practices', 'Financial Accounting', 'Financial Statements', 'International Financial Reporting Standards', 'Balance Sheet', 'Generally Accepted Accounting Principles (GAAP)', 'General Accounting', 'Financial Reporting', 'Income Statement']",['Alfaisal.KLD'],['https://www.coursera.org/instructor/~106946985']
99,Beginner level,"University of California, Davis",https://www.coursera.org/partners/ucdavis,4.7,3705,course,"['GitHub', 'Web Design', 'Version Control', 'Hypertext Markup Language (HTML)', 'Web Development', 'Web Design and Development', 'Semantic Web', 'Cloud Hosting', 'Image Quality', 'HTML and CSS', 'Web Content', 'Git (Version Control System)', 'Web Servers', 'Cascading Style Sheets (CSS)']",['William Mead'],['https://www.coursera.org/instructor/wmmead']
543,Beginner level,University of London,https://www.coursera.org/partners/london,4.9,7729,course,"['Internal Communications', 'Brand Management', 'Brand Marketing', 'Marketing Management', 'Cross-Functional Collaboration', 'Employee Engagement', 'Human Resources', 'Global Marketing', 'Branding', 'Organizational Change', 'Consumer Behaviour', 'Customer experience strategy (CX)', 'Brand Awareness', 'Brand Strategy']",['Nader Tavassoli'],['https://www.coursera.org/instructor/ntavassoli']
427,Beginner level,Shanghai Jiao Tong University,https://www.coursera.org/partners/sjtu,4.6,295,course,"['Active Listening', 'Public Speaking', 'Verbal Communication Skills', 'Creative Thinking', 'Self-Awareness', 'English Language', 'Adaptability', 'Critical Thinking', 'Communication', 'Stress Management']",['张春敏'],['https://www.coursera.org/instructor/zhangchunmin']
40,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.8,19526,course,"['Apache Hive', 'Microsoft Excel', 'Data Science', 'Data Visualization Software', 'Data Lakes', 'Data Analysis', 'Data Collection', 'Data Cleansing', 'Big Data', 'Data Visualization', 'Apache Hadoop', 'Data Warehousing', 'Apache Spark', 'Relational Databases', 'Statistical Analysis']",['Rav Ahuja'],['https://www.coursera.org/instructor/ravahuja']
211,Beginner level,O.P. Jindal Global University,https://www.coursera.org/partners/jgu,4.6,24,course,"['Commercial Banking', 'Securities (Finance)', 'Public Administration', 'Equities', 'Financial Market', 'Budget Management', 'Financial Regulation', 'Financial Systems', 'Economics', 'Financial Policy', 'Banking', 'Capital Markets', 'Finance']",['Chavi Asrani'],['https://www.coursera.org/instructor/chavi-asrani-jsbf']
469,Intermediate level,"University of California, Irvine",https://www.coursera.org/partners/uci,4.5,281,course,"['Regression Analysis', 'Supply Chain', 'Performance Measurement', 'Supply Chain Planning', 'Supply Chain Management', 'Customer Demand Planning', 'Statistical Methods', 'Materials Management', 'Demand Planning', 'Production Planning', 'Microsoft Excel', 'Data Analysis', 'Key Performance Indicators (KPIs)', 'Forecasting', 'Capacity Planning', 'Data-Driven Decision-Making']",['Paul Jan'],['https://www.coursera.org/instructor/pauljan']
167,Beginner level,The State University of New York,https://www.coursera.org/partners/suny,4.7,869,course,"['Branding', 'Content Creation', 'Value Propositions', 'Business Modeling', 'Customer Engagement', 'Presentations', 'Copywriting', 'Marketing', 'Web Design and Development', 'Entrepreneurship', 'Photography', 'E-Commerce', 'Marketing and Public Relations', 'Persona Development', 'Video Production']",['Joan Decollibus'],['https://www.coursera.org/instructor/~68317255']
277,Beginner level,Stanford University,https://www.coursera.org/partners/stanford,4.7,106,course,"['Economics', 'Digital Transformation', 'Employee Training', 'Responsible AI', 'Workforce Development', 'AI Product Strategy', 'Generative AI', 'Socioeconomics', 'Artificial Intelligence', 'OpenAI', 'Emerging Technologies']",['Erik Brynjolfsson'],['https://www.coursera.org/instructor/~144275555']
218,Beginner level,Corporate Finance Institute,https://www.coursera.org/partners/cfi,4.9,27,course,"['Microsoft Excel', 'Business Metrics', 'Star Schema', 'Dashboard', 'Interactive Data Visualization', 'Data Modeling', 'Pivot Tables And Charts', 'Business Intelligence', 'Key Performance Indicators (KPIs)', 'Data Manipulation', 'Competitive Analysis', 'Data Storytelling', 'Data Presentation', 'Data Analysis Expressions (DAX)']",['CFI (Corporate Finance Institute)'],['https://www.coursera.org/instructor/~144114998']
680,Advanced level,Edureka,https://www.coursera.org/partners/edureka,4.5,84,course,"['Data Transformation', 'Machine Learning Methods']",['Edureka'],['https://www.coursera.org/instructor/~136285326']
174,Intermediate level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.6,264,course,"['Reinforcement Learning', 'Machine Learning Algorithms', 'Deep Learning', 'Artificial Neural Networks', 'Natural Language Processing', 'Computer Vision', 'Dimensionality Reduction', 'Generative Model Architectures', 'Keras (Neural Network Library)', 'Unsupervised Learning', 'Artificial Intelligence', 'Machine Learning', 'Image Analysis', 'Applied Machine Learning']","['Mark J Grover', 'Joseph Santarcangelo', 'Xintong Li', 'Kopal Garg', 'Miguel Maldonado']","['https://www.coursera.org/instructor/mark-grover', 'https://www.coursera.org/instructor/~28511493', 'https://www.coursera.org/instructor/~106623368', 'https://www.coursera.org/instructor/~106389453', 'https://www.coursera.org/instructor/miguelmaldonado', 'https://www.coursera.org/instructor/mark-grover', 'https://www.coursera.org/instructor/~28511493', 'https://www.coursera.org/instructor/~106623368', 'https://www.coursera.org/instructor/~106389453', 'https://www.coursera.org/instructor/miguelmaldonado']"
434,Beginner level,Board Infinity,https://www.coursera.org/partners/board-infinity,4.3,378,course,"['Technical Documentation', 'Content Management', 'Target Audience', 'Technical Writing', 'Collaborative Software', 'Ethical Standards And Conduct', 'Professional Networking', 'Graphic and Visual Design', 'Visual Design', 'Design', 'Portfolio Management', 'Writing and Editing', 'Multimedia', 'Augmented and Virtual Reality (AR/VR)', 'Technical Communication', 'Writing', 'Data Ethics', 'Software Documentation']",['Board Infinity'],['https://www.coursera.org/instructor/board-infinity']
511,Intermediate level,Yale University,https://www.coursera.org/partners/yale,4.8,738,course,"['Leadership', 'Team Building', 'Systems Thinking', 'Team Management', 'Leadership and Management', 'Self-Awareness', 'Prioritization', 'Time Management', 'Team Leadership', 'Communication', 'Emotional Intelligence', 'Personal Development', 'Planning', 'Goal Setting', 'Strategic Leadership', 'Visionary']",['Peter Boyd'],['https://www.coursera.org/instructor/peter-boyd']
675,,Adobe,https://www.coursera.org/partners/adobe,4.7,120,course,"['Color Theory', 'Typography', 'Design', 'Graphic and Visual Design Software', 'Adobe Illustrator', 'Digital Design', 'Logo Design', 'Generative AI', 'Adobe Creative Cloud', 'Graphic and Visual Design', 'Graphic Design', 'Creativity', 'Design Elements And Principles']",['Adobe'],['https://www.coursera.org/instructor/adobe']
493,Intermediate level,Tecnológico de Monterrey,https://www.coursera.org/partners/tecdemonterrey,4.6,103,course,"['Systems Thinking', 'Analysis', 'Critical Thinking', 'Strategic Thinking', 'Decision Making', 'Ethical Standards And Conduct', 'Constructive Feedback', 'Research', 'Independent Thinking']",['Eduardo Pérez Gorostieta'],['https://www.coursera.org/instructor/~82205637']
108,Beginner level,Duke University,https://www.coursera.org/partners/duke,4.5,12970,course,"['Arithmetic', 'Probability', 'Algebra', 'Bayesian Statistics', 'Data Analysis', 'Calculus', 'Descriptive Statistics', 'Graphing', 'Data Science']","['Daniel Egger', 'Paul Bendich']","['https://www.coursera.org/instructor/daniel-egger', 'https://www.coursera.org/instructor/~23311056', 'https://www.coursera.org/instructor/daniel-egger', 'https://www.coursera.org/instructor/~23311056']"
285,Beginner level,Google,https://www.coursera.org/partners/google,4.6,2155,course,"['Web Analytics and SEO', 'Marketing Analytics', 'Data Visualization', 'Data Analysis', 'A/B Testing', 'Spreadsheet Software', 'Return On Investment', 'Data Presentation', 'Performance Measurement', 'Google Ads', 'Digital Marketing', 'Google Analytics', 'Pivot Tables And Charts', 'Marketing', 'Key Performance Indicators (KPIs)', 'Marketing Budgets', 'Media Planning', 'Stakeholder Communications']",,
80,Advanced level,Illinois Tech,https://www.coursera.org/partners/illinois-tech,4.5,55,course,"['Digital Marketing', 'Web Analytics', 'Web Design and Development', 'Social Media', 'Email Marketing', 'Campaign Management', 'Marketing', 'Social Media Marketing', 'Online Advertising', 'Search Engine Marketing', 'Digital Advertising', 'Marketing Analytics', 'Social Media Campaigns', 'Paid media', 'Google Analytics', 'Web Analytics and SEO', 'Pay Per Click Advertising', 'Google Ads', 'Search Engine Optimization', 'Marketing Strategies']",['Ketan Patel'],['https://www.coursera.org/instructor/~105016750']
735,Intermediate level,"University of California, Davis",https://www.coursera.org/partners/ucdavis,4.8,3680,course,"['Google Analytics', 'Generative AI', 'Search Engine Optimization', 'Content Performance Analysis', 'Information Architecture', 'Content Creation', 'Marketing', 'Web Analytics and SEO', 'Keyword Research', 'Social Media', 'Digital Marketing', 'Content Strategy', 'User Experience']",['Rebekah May'],['https://www.coursera.org/instructor/rmay']
677,Beginner level,Macquarie University,https://www.coursera.org/partners/macquarie,4.8,454,course,"['Governance', 'Environmental Social And Corporate Governance (ESG)', 'Corporate Sustainability', 'Business Strategies', 'Corporate Strategy', 'Ethical Standards And Conduct', 'Sustainable Business', 'Sustainable Development', 'Supply Chain', 'Organizational Structure', 'Business Ethics']",['Associate Professor Edward Wray-Bliss'],['https://www.coursera.org/instructor/ed-wray-bliss']
447,,Columbia University,https://www.coursera.org/partners/columbia,4.7,3961,course,"['Economics', 'World History', 'Human Development', 'Environmental Science', 'Health Systems', 'Environmental Policy', 'Sustainable Development', 'Food Services', 'Climate Change Mitigation', 'Socioeconomics', 'Community Development']",['Jeffrey Sachs'],['https://www.coursera.org/instructor/jeffreysachs']
680,Advanced level,Edureka,https://www.coursera.org/partners/edureka,4.5,84,course,"['Data Transformation', 'Machine Learning Methods']",['Edureka'],['https://www.coursera.org/instructor/~136285326']
459,Beginner level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.6,311,course,"['Data Wrangling', 'Data Visualization Software', 'Microsoft Excel', 'Data Cleansing', 'Data Quality', 'Dashboard', 'Pivot Tables And Charts', 'Exploratory Data Analysis', 'Data Analysis', 'Data Collection', 'IBM Cognos Analytics', 'Data Mining']",['IBM Skills Network Team'],['https://www.coursera.org/instructor/ibm-skills-network']
688,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,4.5,22332,course,,"['Roger D. Peng', 'PhD', 'Jeff Leek', 'PhD', 'Brian Caffo', 'PhD']","['https://www.coursera.org/instructor/rdpeng', 'https://www.coursera.org/instructor/~694443', 'https://www.coursera.org/instructor/~688901', 'https://www.coursera.org/instructor/rdpeng', 'https://www.coursera.org/instructor/~694443', 'https://www.coursera.org/instructor/~688901']"
489,Beginner level,University at Buffalo,https://www.coursera.org/partners/ubuffalo,4.6,125,course,"['Data Literacy', 'Operational Efficiency', 'Product Quality (QA/QC)', 'Root Cause Analysis', 'Quality Management Systems', 'Analytics', 'Data Quality', 'Six Sigma Methodology', 'Case Studies', 'Process Improvement', 'Data Analysis', 'Data Security', 'Lean Methodologies', 'Data Ethics', 'Internet Of Things', 'Data-Driven Decision-Making', 'Operational Excellence']","['Akshay Sivadas', ""Brittany O'Dea""]","['https://www.coursera.org/instructor/~20145078', 'https://www.coursera.org/instructor/~70864535', 'https://www.coursera.org/instructor/~20145078', 'https://www.coursera.org/instructor/~70864535']"
142,Beginner level,University of Virginia,https://www.coursera.org/partners/uva,4.7,10313,course,"['Kanban Principles', 'Stakeholder Analysis', 'Scheduling', 'Project Management', 'Agile Methodology', 'Earned Value Management', 'Project Risk Management', 'Stakeholder Management', 'Project Scoping', 'Risk Management', 'Project Performance', 'Planning', 'Dependency Analysis', 'Project Implementation', 'Project Planning', 'Risk Analysis']",['Yael Grushka-Cockayne'],['https://www.coursera.org/instructor/grushkay']
193,,"University of California, Irvine",https://www.coursera.org/partners/uci,4.7,23563,course,"['Project Management', 'Conflict Management', 'Project Documentation', 'Project Planning', 'Project Scoping', 'Stakeholder Management', 'Influencing', 'Organizational Structure', 'Planning', 'Project Management Life Cycle', 'Stakeholder Analysis']","['Margaret Meloni', 'MBA', 'PMP']",['https://www.coursera.org/instructor/margaret-meloni-uci']
734,Beginner level,The Hong Kong University of Science and Technology,https://www.coursera.org/partners/hkust,4.7,553,course,"['Innovation', 'Entrepreneurship', 'FinTech', 'Mobile Banking', 'Financial Regulation', 'Strategic Partnership', 'Big Data', 'Banking', 'Market Trend', 'Business Technologies', 'Consumer Lending', 'Payment Systems', 'Financial Services', 'Blockchain', 'Technology Strategies', 'Emerging Technologies']",['Theodore Henry King CLARK'],['https://www.coursera.org/instructor/tclark']
515,Beginner level,Google,https://www.coursera.org/partners/google,4.6,9737,course,"['Data Visualization Software', 'Data Presentation', 'Tableau Software', 'Data Storytelling', 'Dashboard', 'Data Literacy', 'Presentations', 'Data Analysis', 'Stakeholder Engagement', 'Data Visualization', 'Web Content Accessibility Guidelines']",['Google Career Certificates'],['https://www.coursera.org/instructor/google-career-certificates']
318,,The University of Melbourne,https://www.coursera.org/partners/unimelb,4.7,1371,course,"['Cash Flows', 'Income Statement', 'Governance', 'Risk Analysis', 'Financial Statement Analysis', 'Accrual Accounting', 'Financial Analysis', 'Balance Sheet', 'Financial Reporting', 'Corporate Finance', 'Financial Statements', 'Accounting']","['Paul Kofman', 'Sean Pinder']","['https://www.coursera.org/instructor/pkofman', 'https://www.coursera.org/instructor/spinder', 'https://www.coursera.org/instructor/pkofman', 'https://www.coursera.org/instructor/spinder']"
89,,University of Minnesota,https://www.coursera.org/partners/minnesota,4.4,2402,course,"['Creative Thinking', 'Innovation', 'Creativity', 'Brainstorming', 'Cognitive flexibility', 'Motivational Skills', 'Problem Solving', 'Persistence', 'Resourcefulness', 'Curiosity', 'Growth Mindedness', 'Adaptability', 'Creative Problem-Solving']","['Brad Hokanson', 'PhD', 'Jody Nyboer', 'PhD']","['https://www.coursera.org/instructor/brad-hokanson', 'https://www.coursera.org/instructor/~6408337', 'https://www.coursera.org/instructor/brad-hokanson', 'https://www.coursera.org/instructor/~6408337']"
45,Beginner level,Michigan State University,https://www.coursera.org/partners/michstate,4.4,66,course,"['Creative Thinking', 'Storytelling', 'Peer Review', 'Active Listening', 'Constructive Feedback', 'Writing', 'Game Design', 'Content Creation', 'Storyboarding']",['David Wheeler'],['https://www.coursera.org/instructor/dwheeler']
184,,"University of California, Irvine",https://www.coursera.org/partners/uci,4.6,171,course,"['Program Standards', 'Cyber Governance', 'Data Governance', 'Governance', 'Procedure Development', 'Cyber Risk', 'Compliance Management', 'Law', 'Regulation', 'and Compliance', 'Risk Management', 'Cyber Security Strategy', 'Regulatory Compliance', 'Security Management', 'Cyber Security Policies', 'Security Strategy', 'Computer Security', 'Cybersecurity', 'Security Controls', 'NIST 800-53']",['Jacob Horne'],['https://www.coursera.org/instructor/~29714204']
668,Beginner level,Universidad de Palermo,https://www.coursera.org/partners/palermo,4.7,268,course,"['Product Strategy', 'Brand Management', 'Market Opportunities', 'Product Development', 'Product Management', 'Strategic Marketing', 'Consumer Behaviour', 'Product Lifecycle Management', 'Innovation', 'Target Market', 'Customer experience strategy (CX)', 'Customer Insights', 'Marketing']",['Gustavo Alonso'],['https://www.coursera.org/instructor/~84578963']
671,Beginner level,University of Illinois Urbana-Champaign,https://www.coursera.org/partners/illinois,4.6,1375,course,"['Insurance', 'Budgeting', 'Investments', 'Financial Management', 'Risk Management', 'Financial Planning', 'Credit Risk', 'Finance', 'Goal Setting', 'Smart Goals', 'Cash Management']","['Nicholas Paulson', 'Ph.D.', 'Kathryn L. Sweedler', 'Charles R. Chaffin']","['https://www.coursera.org/instructor/nicholas-paulson', 'https://www.coursera.org/instructor/kathy-sweedler', 'https://www.coursera.org/instructor/charles-chaffin']"
543,Beginner level,University of London,https://www.coursera.org/partners/london,4.9,7729,course,"['Internal Communications', 'Brand Management', 'Brand Marketing', 'Marketing Management', 'Cross-Functional Collaboration', 'Employee Engagement', 'Human Resources', 'Global Marketing', 'Branding', 'Organizational Change', 'Consumer Behaviour', 'Customer experience strategy (CX)', 'Brand Awareness', 'Brand Strategy']",['Nader Tavassoli'],['https://www.coursera.org/instructor/ntavassoli']
740,Intermediate level,Illinois Tech,https://www.coursera.org/partners/illinois-tech,4.9,43,course,"['Market Opportunities', 'Competitive Analysis', 'Business Strategy', 'Global Marketing', 'Technology Strategies', 'Risk Analysis', 'New Product Development', 'Strategic Thinking', 'Innovation', 'Product Lifecycle Management', 'Market Analysis']",['M. Krishna Erramilli'],['https://www.coursera.org/instructor/~98432493']
679,Intermediate level,Duke University,https://www.coursera.org/partners/duke,4.3,24,course,"['Innovation', 'Business Transformation', 'Competitive Analysis', 'Strategic Decision-Making', 'Trend Analysis', 'Strategic Thinking', 'Case Studies', 'Strategic Leadership', 'Agile Project Management', 'Market Opportunities', 'Business Strategy', 'Market Trend']",['Duke Corporate Education'],['https://www.coursera.org/instructor/~166315797']
318,,The University of Melbourne,https://www.coursera.org/partners/unimelb,4.7,1371,course,"['Cash Flows', 'Income Statement', 'Governance', 'Risk Analysis', 'Financial Statement Analysis', 'Accrual Accounting', 'Financial Analysis', 'Balance Sheet', 'Financial Reporting', 'Corporate Finance', 'Financial Statements', 'Accounting']","['Paul Kofman', 'Sean Pinder']","['https://www.coursera.org/instructor/pkofman', 'https://www.coursera.org/instructor/spinder', 'https://www.coursera.org/instructor/pkofman', 'https://www.coursera.org/instructor/spinder']"
541,Beginner level,American Museum of Natural History,https://www.coursera.org/partners/amnh,4.8,564,course,"['Water Quality', 'Biology', 'Environmental Issue', 'Hydrology', 'Environment', 'Behavioral Health', 'Research', 'Life Sciences', 'Environmental Science', 'Anatomy', 'Physiology', 'Biochemistry']",['John Sparks'],['https://www.coursera.org/instructor/~129013315']
254,Beginner level,Arizona State University,https://www.coursera.org/partners/asu,4.9,2033,course,,"['Jessica Cinco', 'Dr. Shane Dixon', 'Dr. Justin Shewell']","['https://www.coursera.org/instructor/jessicacinco', 'https://www.coursera.org/instructor/~13254193', 'https://www.coursera.org/instructor/~13625507']"
61,,Georgia Institute of Technology,https://www.coursera.org/partners/gatech,4.7,2539,course,"['Electrical Engineering', 'Electronics', 'Basic Electrical Systems', 'Electronics Engineering', 'Semiconductors', 'Electronic Components', 'Schematic Diagrams', 'Engineering Analysis']","['Dr. Bonnie H. Ferri', 'Dr. Robert Allen Robinson', 'Jr.']","['https://www.coursera.org/instructor/bferri', 'https://www.coursera.org/instructor/allenrobinson']"
509,Beginner level,Starweaver,https://www.coursera.org/partners/starweaver,4.7,59,course,"['Constructive Feedback', 'Leadership', 'Talent Recruitment', 'Team Management', 'Communication', 'Diversity and Inclusion', 'Team Leadership', 'Trustworthiness', 'Communication Strategies', 'Collaboration', 'Team Building', 'People Management', 'Performance Appraisal', 'Employee Engagement', 'Team Motivation', 'Teamwork', 'Conflict Management', 'Leadership and Management']","['Don Phin', 'Starweaver']","['https://www.coursera.org/instructor/~134979000', 'https://www.coursera.org/instructor/~141793623', 'https://www.coursera.org/instructor/~134979000', 'https://www.coursera.org/instructor/~141793623']"
689,Intermediate level,Macquarie University,https://www.coursera.org/partners/macquarie,4.9,17443,course,"['Automation', 'Dashboard', 'Data Integration', 'Spreadsheet Software', 'Data Cleansing', 'Consolidation', 'Data Management', 'Business Reporting', 'Data Analysis Expressions (DAX)', 'Microsoft Excel']","['Nicky Bull', 'Professor Yvonne Breyer', 'Assoc Prof Prashan S. M. Karunaratne']","['https://www.coursera.org/instructor/nicky-bull', 'https://www.coursera.org/instructor/yvonne-breyer', 'https://www.coursera.org/instructor/prashan-karunaratne']"
697,Beginner level,IE Business School,https://www.coursera.org/partners/ie,4.8,156,course,"['Cultural Diversity', 'Business Economics', 'Socioeconomics', 'Social Sciences', 'Demography', 'Policty Analysis', 'Research', 'and Development', 'Market Dynamics', 'International Finance', 'Economics', 'World History', 'Supply And Demand', 'Political Sciences']",['Gayle Allard'],['https://www.coursera.org/instructor/gayleallard']
